geometry,gridId,Weekday,hour,Speed_value_mean
"POLYGON ((7.13307251355106 52.21517084351927, 7.134227490344928 52.21517084351927, 7.134227490344928 52.21496444461068, 7.13307251355106 52.21496444461068, 7.13307251355106 52.21517084351927))",1190_0_22,0,22,114.50000169873238
"POLYGON ((7.140002374314267 52.21702839053928, 7.141157351108135 52.21702839053928, 7.141157351108135 52.21682200026213, 7.140002374314267 52.21682200026213, 7.140002374314267 52.21702839053928))",1190_6_13,6,13,137.91304656118155
"POLYGON ((7.13307251355106 52.19314955474571, 7.134227490344928 52.19314955474571, 7.134227490344928 52.19294305352728, 7.13307251355106 52.19294305352728, 7.13307251355106 52.19314955474571))",1194_0_22,0,22,97.60000000596047
"POLYGON ((7.140002374314267 52.19500802254554, 7.141157351108135 52.19500802254554, 7.141157351108135 52.19480152996029, 7.140002374314267 52.19480152996029, 7.140002374314267 52.19500802254554))",1194_6_13,6,13,101.99999890103936
"POLYGON ((7.142055666392255 52.2316796490085, 7.143210643186123 52.2316796490085, 7.143210643186123 52.23147332681899, 7.142055666392255 52.23147332681899, 7.142055666392255 52.2316796490085))",1497_0_22,0,22,116.99999972681205
"POLYGON ((7.148985527155462 52.23353650556308, 7.150140503949331 52.23353650556308, 7.150140503949331 52.23333019200375, 7.148985527155462 52.23333019200375, 7.148985527155462 52.23353650556308))",1497_6_13,6,13,140.99999859929085
"POLYGON ((7.142055666392255 52.22617739578664, 7.143210643186123 52.22617739578664, 7.143210643186123 52.22597104802536, 7.142055666392255 52.22597104802536, 7.142055666392255 52.22617739578664))",1498_0_22,0,22,114.00000058611234
"POLYGON ((7.148985527155462 52.22803448248497, 7.150140503949331 52.22803448248497, 7.150140503949331 52.22782814335431, 7.148985527155462 52.22782814335431, 7.148985527155462 52.22803448248497))",1498_6_13,6,13,142.5000008540228
"POLYGON ((7.142055666392255 52.19314955474571, 7.143210643186123 52.19314955474571, 7.143210643186123 52.19294305352728, 7.142055666392255 52.19294305352728, 7.142055666392255 52.19314955474571))",1504_0_22,0,22,98.5098431378603
"POLYGON ((7.148985527155462 52.19500802254554, 7.150140503949331 52.19500802254554, 7.150140503949331 52.19480152996029, 7.148985527155462 52.19480152996029, 7.148985527155462 52.19500802254554))",1504_6_13,6,13,96.49667510986328
"POLYGON ((7.155658726408922 53.62564855906501, 7.15681370320279 53.62564855906501, 7.15681370320279 53.62544877601899, 7.155658726408922 53.62544877601899, 7.155658726408922 53.62564855906501))",1550_4_10,4,10,10.78767338661211
"POLYGON ((7.155658726408922 53.62032068750747, 7.15681370320279 53.62032068750747, 7.15681370320279 53.62012087924067, 7.155658726408922 53.62012087924067, 7.155658726408922 53.62032068750747))",1551_4_10,4,10,22.730801257304847
"POLYGON ((7.15103881923345 52.24268210979737, 7.152193796027319 52.24268210979737, 7.152193796027319 52.24247583874759, 7.15103881923345 52.24247583874759, 7.15103881923345 52.24268210979737))",1805_0_22,0,22,117.99999824166298
"POLYGON ((7.157968679996657 52.2445385060987, 7.159123656790526 52.2445385060987, 7.159123656790526 52.24433224367824, 7.157968679996657 52.24433224367824, 7.157968679996657 52.2445385060987))",1805_6_13,6,13,142.9999957382679
"POLYGON ((7.15103881923345 52.23718122033414, 7.152193796027319 52.23718122033414, 7.152193796027319 52.23697492371512, 7.15103881923345 52.23697492371512, 7.15103881923345 52.23718122033414))",1806_0_22,0,22,118.24999890476465
"POLYGON ((7.157968679996657 52.23903784675639, 7.159123656790526 52.23903784675639, 7.159123656790526 52.23883155876712, 7.157968679996657 52.23883155876712, 7.157968679996657 52.23903784675639))",1806_6_13,6,13,141.50000052526593
"POLYGON ((7.15103881923345 52.2316796490085, 7.152193796027319 52.2316796490085, 7.152193796027319 52.23147332681899, 7.15103881923345 52.23147332681899, 7.15103881923345 52.2316796490085))",1807_0_22,0,22,116.99999912828207
"POLYGON ((7.157968679996657 52.23353650556308, 7.159123656790526 52.23353650556308, 7.159123656790526 52.23333019200375, 7.157968679996657 52.23333019200375, 7.157968679996657 52.23353650556308))",1807_6_13,6,13,139.99999817460775
"POLYGON ((7.15103881923345 52.19314955474571, 7.152193796027319 52.19314955474571, 7.152193796027319 52.19294305352728, 7.15103881923345 52.19294305352728, 7.15103881923345 52.19314955474571))",1814_0_22,0,22,96.00000114291906
"POLYGON ((7.157968679996657 52.19500802254554, 7.159123656790526 52.19500802254554, 7.159123656790526 52.19480152996029, 7.157968679996657 52.19480152996029, 7.157968679996657 52.19500802254554))",1814_6_13,6,13,97.00000071153045
"POLYGON ((7.164641879250117 53.62564855906501, 7.165796856043984 53.62564855906501, 7.165796856043984 53.62544877601899, 7.164641879250117 53.62544877601899, 7.164641879250117 53.62564855906501))",1860_4_10,4,10,16.99999962002039
"POLYGON ((7.164641879250117 53.62052049482848, 7.165796856043984 53.62052049482848, 7.165796856043984 53.62032068750747, 7.164641879250117 53.62032068750747, 7.164641879250117 53.62052049482848))",1861_4_9,4,9,22.84687635941165
"POLYGON ((7.164641879250117 53.62032068750747, 7.165796856043984 53.62032068750747, 7.165796856043984 53.62012087924067, 7.164641879250117 53.62012087924067, 7.164641879250117 53.62032068750747))",1861_4_10,4,10,39.81194769591093
"POLYGON ((7.160021972074645 52.78410441210949, 7.161176948868514 52.78410441210949, 7.161176948868514 52.78390066696405, 7.160021972074645 52.78390066696405, 7.160021972074645 52.78410441210949))",2016_0_21,0,21,131.31024592059353
"POLYGON ((7.164641879250117 52.78675301218963, 7.165796856043984 52.78675301218963, 7.165796856043984 52.78654927944564, 7.164641879250117 52.78654927944564, 7.164641879250117 52.78675301218963))",2016_4_8,4,8,132.32685938725868
"POLYGON ((7.165796856043984 52.78573433893023, 7.166951832837853 52.78573433893023, 7.166951832837853 52.78553060141649, 7.165796856043984 52.78553060141649, 7.165796856043984 52.78573433893023))",2016_5_13,5,13,123.99999911462267
"POLYGON ((7.166951832837853 52.78573433893023, 7.168106809631721 52.78573433893023, 7.168106809631721 52.78553060141649, 7.166951832837853 52.78553060141649, 7.166951832837853 52.78573433893023))",2016_6_13,6,13,138.33333127200603
"POLYGON ((7.160021972074645 52.77867088175587, 7.161176948868514 52.77867088175587, 7.161176948868514 52.77846711117056, 7.160021972074645 52.77846711117056, 7.160021972074645 52.77867088175587))",2017_0_21,0,21,132.34716229583137
"POLYGON ((7.164641879250117 52.78131981254976, 7.165796856043984 52.78131981254976, 7.165796856043984 52.78111605436656, 7.164641879250117 52.78111605436656, 7.164641879250117 52.78131981254976))",2017_4_8,4,8,124.31866168851654
"POLYGON ((7.165796856043984 52.78030101209377, 7.166951832837853 52.78030101209377, 7.166951832837853 52.78009724914057, 7.165796856043984 52.78009724914057, 7.165796856043984 52.78030101209377))",2017_5_13,5,13,125.49999795202166
"POLYGON ((7.166951832837853 52.78030101209377, 7.168106809631721 52.78030101209377, 7.168106809631721 52.78009724914057, 7.166951832837853 52.78009724914057, 7.166951832837853 52.78030101209377))",2017_6_13,6,13,137.99999862909317
"POLYGON ((7.160021972074645 52.77323667298842, 7.161176948868514 52.77323667298842, 7.161176948868514 52.77303287696191, 7.160021972074645 52.77303287696191, 7.160021972074645 52.77323667298842))",2018_0_21,0,21,134.66666666666666
"POLYGON ((7.164641879250117 52.77588593451353, 7.165796856043984 52.77588593451353, 7.165796856043984 52.77568215088978, 7.164641879250117 52.77568215088978, 7.164641879250117 52.77588593451353))",2018_4_8,4,8,120.50000004842877
"POLYGON ((7.165796856043984 52.77486700685424, 7.166951832837853 52.77486700685424, 7.166951832837853 52.77466321846023, 7.165796856043984 52.77466321846023, 7.165796856043984 52.77486700685424))",2018_5_13,5,13,125.00000275516261
"POLYGON ((7.166951832837853 52.77486700685424, 7.168106809631721 52.77486700685424, 7.168106809631721 52.77466321846023, 7.166951832837853 52.77466321846023, 7.166951832837853 52.77486700685424))",2018_6_13,6,13,138.00000115670264
"POLYGON ((7.160021972074645 52.76780178577133, 7.161176948868514 52.76780178577133, 7.161176948868514 52.76759796430225, 7.160021972074645 52.76759796430225, 7.160021972074645 52.76780178577133))",2019_0_21,0,21,134.93608788152537
"POLYGON ((7.164641879250117 52.77045137804512, 7.165796856043984 52.77045137804512, 7.165796856043984 52.77024756897946, 7.164641879250117 52.77024756897946, 7.164641879250117 52.77045137804512))",2019_4_8,4,8,119.33333067099254
"POLYGON ((7.165796856043984 52.7694323231758, 7.166951832837853 52.7694323231758, 7.166951832837853 52.76922850933964, 7.165796856043984 52.76922850933964, 7.165796856043984 52.7694323231758))",2019_5_13,5,13,122.1047703884542
"POLYGON ((7.166951832837853 52.7694323231758, 7.168106809631721 52.7694323231758, 7.168106809631721 52.76922850933964, 7.166951832837853 52.76922850933964, 7.166951832837853 52.7694323231758))",2019_6_13,6,13,137.99999880045652
"POLYGON ((7.160021972074645 52.7623662200688, 7.161176948868514 52.7623662200688, 7.161176948868514 52.76216237315582, 7.160021972074645 52.76216237315582, 7.160021972074645 52.7623662200688))",2020_0_21,0,21,131.39120124652982
"POLYGON ((7.164641879250117 52.76501614310872, 7.165796856043984 52.76501614310872, 7.165796856043984 52.7648123085998, 7.164641879250117 52.7648123085998, 7.164641879250117 52.76501614310872))",2020_4_8,4,8,117.0000017946586
"POLYGON ((7.165796856043984 52.76399696102266, 7.166951832837853 52.76399696102266, 7.166951832837853 52.76379312174299, 7.165796856043984 52.76379312174299, 7.165796856043984 52.76399696102266))",2020_5_13,5,13,121.66666576514642
"POLYGON ((7.166951832837853 52.76399696102266, 7.168106809631721 52.76399696102266, 7.168106809631721 52.76379312174299, 7.166951832837853 52.76379312174299, 7.166951832837853 52.76399696102266))",2020_6_13,6,13,138.3333340138197
"POLYGON ((7.160021972074645 52.75692997584505, 7.161176948868514 52.75692997584505, 7.161176948868514 52.75672610348683, 7.160021972074645 52.75672610348683, 7.160021972074645 52.75692997584505))",2021_0_21,0,21,129.31019594396153
"POLYGON ((7.164641879250117 52.75958022966853, 7.165796856043984 52.75958022966853, 7.165796856043984 52.75937636971503, 7.164641879250117 52.75937636971503, 7.164641879250117 52.75958022966853))",2021_4_8,4,8,118.30590248852968
"POLYGON ((7.165796856043984 52.75856092035904, 7.166951832837853 52.75856092035904, 7.166951832837853 52.75835705563453, 7.165796856043984 52.75835705563453, 7.165796856043984 52.75856092035904))",2021_5_13,5,13,118.75000087916851
"POLYGON ((7.166951832837853 52.75856092035904, 7.168106809631721 52.75856092035904, 7.168106809631721 52.75835705563453, 7.166951832837853 52.75835705563453, 7.166951832837853 52.75856092035904))",2021_6_13,6,13,137.33333171034852
"POLYGON ((7.160021972074645 52.75149305306433, 7.161176948868514 52.75149305306433, 7.161176948868514 52.75128915525953, 7.160021972074645 52.75128915525953, 7.160021972074645 52.75149305306433))",2022_0_21,0,21,127.42435899376869
"POLYGON ((7.164641879250117 52.75414363768879, 7.165796856043984 52.75414363768879, 7.165796856043984 52.75393975228936, 7.164641879250117 52.75393975228936, 7.164641879250117 52.75414363768879))",2022_4_8,4,8,117.50000028451905
"POLYGON ((7.165796856043984 52.75312420114916, 7.166951832837853 52.75312420114916, 7.166951832837853 52.75292031097847, 7.165796856043984 52.75292031097847, 7.165796856043984 52.75312420114916))",2022_5_13,5,13,117.00419210921973
"POLYGON ((7.166951832837853 52.75312420114916, 7.168106809631721 52.75312420114916, 7.168106809631721 52.75292031097847, 7.166951832837853 52.75292031097847, 7.166951832837853 52.75312420114916))",2022_6_13,6,13,134.9999986688296
"POLYGON ((7.160021972074645 52.74605545169091, 7.161176948868514 52.74605545169091, 7.161176948868514 52.74585152843819, 7.160021972074645 52.74585152843819, 7.160021972074645 52.74605545169091))",2023_0_21,0,21,112.16483648866415
"POLYGON ((7.164641879250117 52.74870636713378, 7.165796856043984 52.74870636713378, 7.165796856043984 52.74850245628709, 7.164641879250117 52.74850245628709, 7.164641879250117 52.74870636713378))",2023_4_8,4,8,118.99999889638275
"POLYGON ((7.165796856043984 52.74768680335729, 7.166951832837853 52.74768680335729, 7.166951832837853 52.74748288773909, 7.165796856043984 52.74748288773909, 7.165796856043984 52.74768680335729))",2023_5_13,5,13,114.86238297820091
"POLYGON ((7.166951832837853 52.74768680335729, 7.168106809631721 52.74768680335729, 7.168106809631721 52.74748288773909, 7.166951832837853 52.74748288773909, 7.166951832837853 52.74768680335729))",2023_6_13,6,13,133.00000099092722
"POLYGON ((7.160021972074645 52.74061717168907, 7.161176948868514 52.74061717168907, 7.161176948868514 52.74041322298708, 7.160021972074645 52.74041322298708, 7.160021972074645 52.74061717168907))",2024_0_21,0,21,100.25000108033419
"POLYGON ((7.164641879250117 52.74326841796774, 7.165796856043984 52.74326841796774, 7.165796856043984 52.74306448167244, 7.164641879250117 52.74306448167244, 7.164641879250117 52.74326841796774))",2024_4_8,4,8,123.97008426984151
"POLYGON ((7.165796856043984 52.74224872694772, 7.166951832837853 52.74224872694772, 7.166951832837853 52.74204478588066, 7.165796856043984 52.74204478588066, 7.165796856043984 52.74224872694772))",2024_5_13,5,13,117.30603599920869
"POLYGON ((7.166951832837853 52.74224872694772, 7.168106809631721 52.74224872694772, 7.168106809631721 52.74204478588066, 7.166951832837853 52.74204478588066, 7.166951832837853 52.74224872694772))",2024_6_13,6,13,134.99999797840914
"POLYGON ((7.160021972074645 52.7351782130231, 7.161176948868514 52.7351782130231, 7.161176948868514 52.73497423887051, 7.160021972074645 52.73497423887051, 7.160021972074645 52.7351782130231))",2025_0_21,0,21,91.2000002592802
"POLYGON ((7.164641879250117 52.737829790155, 7.165796856043984 52.737829790155, 7.165796856043984 52.73762582840975, 7.164641879250117 52.73762582840975, 7.164641879250117 52.737829790155))",2025_4_8,4,8,123.66666606068611
"POLYGON ((7.165796856043984 52.73680997188474, 7.166951832837853 52.73680997188474, 7.166951832837853 52.73660600536748, 7.165796856043984 52.73660600536748, 7.165796856043984 52.73680997188474))",2025_5_13,5,13,92.66361294314265
"POLYGON ((7.166951832837853 52.73680997188474, 7.168106809631721 52.73680997188474, 7.168106809631721 52.73660600536748, 7.166951832837853 52.73660600536748, 7.166951832837853 52.73680997188474))",2025_6_13,6,13,136.24999593943357
"POLYGON ((7.160021972074645 52.72973857565734, 7.161176948868514 52.72973857565734, 7.161176948868514 52.72953457605282, 7.160021972074645 52.72953457605282, 7.160021972074645 52.72973857565734))",2026_0_21,0,21,94.47709759473801
"POLYGON ((7.164641879250117 52.73239048365984, 7.165796856043984 52.73239048365984, 7.165796856043984 52.73218649646331, 7.164641879250117 52.73218649646331, 7.164641879250117 52.73239048365984))",2026_4_8,4,8,124.25000184774399
"POLYGON ((7.165796856043984 52.73157452914701, 7.166951832837853 52.73157452914701, 7.166951832837853 52.73137053813267, 7.165796856043984 52.73137053813267, 7.165796856043984 52.73157452914701))",2026_5_12,5,12,86.02059737369419
"POLYGON ((7.165796856043984 52.73137053813267, 7.166951832837853 52.73137053813267, 7.166951832837853 52.73116654616387, 7.165796856043984 52.73116654616387, 7.165796856043984 52.73137053813267))",2026_5_13,5,13,85.0
"POLYGON ((7.166951832837853 52.73137053813267, 7.168106809631721 52.73137053813267, 7.168106809631721 52.73116654616387, 7.166951832837853 52.73116654616387, 7.166951832837853 52.73137053813267))",2026_6_13,6,13,136.99999761829773
"POLYGON ((7.160021972074645 52.72429825955614, 7.161176948868514 52.72429825955614, 7.161176948868514 52.72409423449835, 7.160021972074645 52.72409423449835, 7.160021972074645 52.72429825955614))",2027_0_21,0,21,91.8114319831133
"POLYGON ((7.164641879250117 52.72695049844663, 7.165796856043984 52.72695049844663, 7.165796856043984 52.72674648579747, 7.164641879250117 52.72674648579747, 7.164641879250117 52.72695049844663))",2027_4_8,4,8,123.33333488476153
"POLYGON ((7.165796856043984 52.726134442123, 7.166951832837853 52.726134442123, 7.166951832837853 52.72593042565585, 7.165796856043984 52.72593042565585, 7.165796856043984 52.726134442123))",2027_5_12,5,12,86.13939472138881
"POLYGON ((7.166951832837853 52.72593042565585, 7.168106809631721 52.72593042565585, 7.168106809631721 52.72572640823418, 7.166951832837853 52.72572640823418, 7.166951832837853 52.72593042565585))",2027_6_13,6,13,136.12077447896203
"POLYGON ((7.160021972074645 52.71885726468386, 7.161176948868514 52.71885726468386, 7.161176948868514 52.71865321417146, 7.160021972074645 52.71865321417146, 7.160021972074645 52.71885726468386))",2028_0_21,0,21,91.60112265981734
"POLYGON ((7.164641879250117 52.72150983447969, 7.165796856043984 52.72150983447969, 7.165796856043984 52.72130579637658, 7.164641879250117 52.72130579637658, 7.164641879250117 52.72150983447969))",2028_4_8,4,8,121.00000047730282
"POLYGON ((7.165796856043984 52.72069367633995, 7.166951832837853 52.72069367633995, 7.166951832837853 52.72048963441863, 7.165796856043984 52.72048963441863, 7.165796856043984 52.72069367633995))",2028_5_12,5,12,83.44848299622535
"POLYGON ((7.166951832837853 52.72048963441863, 7.168106809631721 52.72048963441863, 7.168106809631721 52.72028559154275, 7.166951832837853 52.72028559154275, 7.166951832837853 52.72048963441863))",2028_6_13,6,13,136.00000186264515
"POLYGON ((7.160021972074645 52.71341559100487, 7.161176948868514 52.71341559100487, 7.161176948868514 52.71321151503653, 7.160021972074645 52.71321151503653, 7.160021972074645 52.71341559100487))",2029_0_21,0,21,102.91000445559621
"POLYGON ((7.164641879250117 52.71606849172343, 7.165796856043984 52.71606849172343, 7.165796856043984 52.71586442816503, 7.164641879250117 52.71586442816503, 7.164641879250117 52.71606849172343))",2029_4_8,4,8,123.28679653008778
"POLYGON ((7.165796856043984 52.71525223176221, 7.166951832837853 52.71525223176221, 7.166951832837853 52.71504816438539, 7.165796856043984 52.71504816438539, 7.165796856043984 52.71525223176221))",2029_5_12,5,12,83.86904601504405
"POLYGON ((7.166951832837853 52.71504816438539, 7.168106809631721 52.71504816438539, 7.168106809631721 52.71484409605397, 7.166951832837853 52.71484409605397, 7.166951832837853 52.71504816438539))",2029_6_13,6,13,138.00000376999378
"POLYGON ((7.160021972074645 52.70797323848361, 7.161176948868514 52.70797323848361, 7.161176948868514 52.70776913705799, 7.160021972074645 52.70776913705799, 7.160021972074645 52.70797323848361))",2030_0_21,0,21,95.40256172716617
"POLYGON ((7.164641879250117 52.71062647014222, 7.165796856043984 52.71062647014222, 7.165796856043984 52.71042238112719, 7.164641879250117 52.71042238112719, 7.164641879250117 52.71062647014222))",2030_4_8,4,8,122.24999864026904
"POLYGON ((7.165796856043984 52.70981010835419, 7.166951832837853 52.70981010835419, 7.166951832837853 52.70960601552054, 7.165796856043984 52.70960601552054, 7.165796856043984 52.70981010835419))",2030_5_12,5,12,87.94479139149189
"POLYGON ((7.166951832837853 52.70960601552054, 7.168106809631721 52.70960601552054, 7.168106809631721 52.70940192173225, 7.166951832837853 52.70940192173225, 7.166951832837853 52.70960601552054))",2030_6_13,6,13,138.66666597376266
"POLYGON ((7.160021972074645 52.70253020708447, 7.161176948868514 52.70253020708447, 7.161176948868514 52.70232608020024, 7.160021972074645 52.70232608020024, 7.160021972074645 52.70253020708447))",2031_0_21,0,21,91.69329157844186
"POLYGON ((7.164641879250117 52.70518376970048, 7.165796856043984 52.70518376970048, 7.165796856043984 52.70497965522749, 7.164641879250117 52.70497965522749, 7.164641879250117 52.70518376970048))",2031_4_8,4,8,119.0
"POLYGON ((7.165796856043984 52.70436730608031, 7.166951832837853 52.70436730608031, 7.166951832837853 52.7041631877885, 7.165796856043984 52.7041631877885, 7.165796856043984 52.70436730608031))",2031_5_12,5,12,87.60000078082085
"POLYGON ((7.166951832837853 52.7041631877885, 7.168106809631721 52.7041631877885, 7.168106809631721 52.70395906854199, 7.166951832837853 52.70395906854199, 7.166951832837853 52.7041631877885))",2031_6_13,6,13,137.99999828636646
"POLYGON ((7.160021972074645 52.69708649677191, 7.161176948868514 52.69708649677191, 7.161176948868514 52.69688234442773, 7.160021972074645 52.69688234442773, 7.160021972074645 52.69708649677191))",2032_0_21,0,21,93.95696381479502
"POLYGON ((7.164641879250117 52.69974039036266, 7.165796856043984 52.69974039036266, 7.165796856043984 52.69953625043037, 7.164641879250117 52.69953625043037, 7.164641879250117 52.69974039036266))",2032_4_8,4,8,118.1044487375766
"POLYGON ((7.165796856043984 52.698923824905, 7.166951832837853 52.698923824905, 7.166951832837853 52.6987196811537, 7.165796856043984 52.6987196811537, 7.165796856043984 52.698923824905))",2032_5_12,5,12,84.20000037550926
"POLYGON ((7.166951832837853 52.6987196811537, 7.168106809631721 52.6987196811537, 7.168106809631721 52.69851553644765, 7.166951832837853 52.69851553644765, 7.166951832837853 52.6987196811537))",2032_6_13,6,13,136.66666564842066
"POLYGON ((7.160021972074645 52.6916421075104, 7.161176948868514 52.6916421075104, 7.161176948868514 52.69143792970494, 7.160021972074645 52.69143792970494, 7.160021972074645 52.6916421075104))",2033_0_21,0,21,92.60000036656857
"POLYGON ((7.164641879250117 52.6942963320932, 7.165796856043984 52.6942963320932, 7.165796856043984 52.69409216670029, 7.164641879250117 52.69409216670029, 7.164641879250117 52.6942963320932))",2033_4_8,4,8,122.23953817225993
"POLYGON ((7.165796856043984 52.69347966479273, 7.166951832837853 52.69347966479273, 7.166951832837853 52.69327549558061, 7.165796856043984 52.69327549558061, 7.165796856043984 52.69347966479273))",2033_5_12,5,12,84.35063879154623
"POLYGON ((7.166951832837853 52.69327549558061, 7.168106809631721 52.69327549558061, 7.168106809631721 52.69307132541368, 7.166951832837853 52.69307132541368, 7.166951832837853 52.69327549558061))",2033_6_13,6,13,135.33333199222884
"POLYGON ((7.160021972074645 52.68619703926441, 7.161176948868514 52.68619703926441, 7.161176948868514 52.68599283599635, 7.160021972074645 52.68599283599635, 7.160021972074645 52.68619703926441))",2034_0_21,0,21,87.94003646820784
"POLYGON ((7.164641879250117 52.68885159485658, 7.165796856043984 52.68885159485658, 7.165796856043984 52.68864740400171, 7.164641879250117 52.68864740400171, 7.164641879250117 52.68885159485658))",2034_4_8,4,8,121.15461651484172
"POLYGON ((7.165796856043984 52.68803482570798, 7.166951832837853 52.68803482570798, 7.166951832837853 52.68783063103369, 7.165796856043984 52.68783063103369, 7.165796856043984 52.68803482570798))",2034_5_12,5,12,83.96895124142368
"POLYGON ((7.166951832837853 52.68783063103369, 7.168106809631721 52.68783063103369, 7.168106809631721 52.68762643540455, 7.166951832837853 52.68762643540455, 7.166951832837853 52.68783063103369))",2034_6_13,6,13,135.50000131549314
